;SEASON;PLAYER_ID;FIRST_NAME;LAST_NAME;PLAYER_NAME;POSITION;HEIGHT_WO_SHOES;HEIGHT_WO_SHOES_FT_IN;HEIGHT_W_SHOES;HEIGHT_W_SHOES_FT_IN;WEIGHT;WINGSPAN;WINGSPAN_FT_IN;STANDING_REACH;STANDING_REACH_FT_IN;BODY_FAT_PCT;HAND_LENGTH;HAND_WIDTH;STANDING_VERTICAL_LEAP;MAX_VERTICAL_LEAP;LANE_AGILITY_TIME;MODIFIED_LANE_AGILITY_TIME;THREE_QUARTER_SPRINT;BENCH_PRESS;SPOT_FIFTEEN_CORNER_LEFT;SPOT_FIFTEEN_BREAK_LEFT;SPOT_FIFTEEN_TOP_KEY;SPOT_FIFTEEN_BREAK_RIGHT;SPOT_FIFTEEN_CORNER_RIGHT;SPOT_COLLEGE_CORNER_LEFT;SPOT_COLLEGE_BREAK_LEFT;SPOT_COLLEGE_TOP_KEY;SPOT_COLLEGE_BREAK_RIGHT;SPOT_COLLEGE_CORNER_RIGHT;SPOT_NBA_CORNER_LEFT;SPOT_NBA_BREAK_LEFT;SPOT_NBA_TOP_KEY;SPOT_NBA_BREAK_RIGHT;SPOT_NBA_CORNER_RIGHT;OFF_DRIB_FIFTEEN_BREAK_LEFT;OFF_DRIB_FIFTEEN_TOP_KEY;OFF_DRIB_FIFTEEN_BREAK_RIGHT;OFF_DRIB_COLLEGE_BREAK_LEFT;OFF_DRIB_COLLEGE_TOP_KEY;OFF_DRIB_COLLEGE_BREAK_RIGHT;ON_MOVE_FIFTEEN;ON_MOVE_COLLEGE;Year
0;2018;1628959;Rawle;Alkins;Rawle Alkins;SG;74,75;6' 2.75'';76,25;6' 4.25'';217.4;80,75;6' 8.75'';99,0;8' 3'';8,9;8,5;10,0;32,5;40,5;11,5;3,09;3,15;10.0;2-5;4-5;3-5;4-5;3-5;;;;;;1-5;4-5;3-5;5-5;2-5;2-4;1-4;2-4;;;;27-34;;2018
1;2018;1628960;Grayson;Allen;Grayson Allen;SG;75,0;6' 3'';76,5;6' 4.5'';198;79,25;6' 7.25'';97,0;8' 1'';5,55;8,25;10,0;32,5;40,5;10,31;3,04;3,15;;;;;;;;;;;;;;;;;;;;;;;;;2018
2;2018;1628961;Kostas;Antetokounmpo;Kostas Antetokounmpo;PF;81,0;6' 9'';82,5;6' 10.5'';194.8;86,25;7' 2.25'';110,0;9' 2'';5,0;9,25;9,5;29,5;35,0;12,48;3,48;3,21;0.0;3-5;2-5;2-5;3-5;3-5;;;;;;2-5;1-5;3-5;3-5;4-5;2-4;1-4;1-4;;;;15-30;;2018
3;2018;1628962;Udoka;Azubuike;Udoka Azubuike;C;82,0;6' 10'';84,25;7' 0.25'';273.8;91,0;7' 7'';112,5;9' 4.5'';7,95;9,5;10,0;31,0;31,5;12,97;3,65;3,12;11.0;;;;;;;;;;;;;;;;;;;;;;;;2018
4;2018;1628964;Mohamed;Bamba;Mohamed Bamba;C;83,25;6' 11.25'';84,75;7' 0.75'';225.6;94,0;7' 10'';115,5;9' 7.5'';6,2;9,75;10,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
5;2018;1628965;Jaylen;Barford;Jaylen Barford;PG-SG;73,25;6' 1.25'';74,25;6' 2.25'';207.6;75,5;6' 3.5'';96,5;8' 0.5'';11,65;8,0;8,25;27,0;33,0;11,39;3,21;3,31;7.0;2-5;3-5;3-5;4-5;4-5;;;;;;4-5;2-5;1-5;3-6;3-5;3-4;3-4;3-4;;;;19-34;;2018
6;2018;1628966;Keita;Bates-Diop;Keita Bates-Diop;SG-SF;79,25;6' 7.25'';80,5;6' 8.5'';223.8;87,25;7' 3.25'';106,5;8' 10.5'';5,35;9,0;8,5;30,5;35,0;11,2;3,28;3,17;11.0;2-5;4-5;5-5;5-5;4-5;;;;;;3-5;3-5;1-5;3-5;4-5;1-4;1-4;3-4;;;;13-21;2-10;2018
7;2018;1628967;Tyus;Battle;Tyus Battle;SG;77,0;6' 5'';78,75;6' 6.75'';200.2;81,0;6' 9'';102,0;8' 6'';4,0;8,5;9,25;32,0;37,5;11,04;2,87;3,07;9.0;4-5;4-5;4-5;2-5;4-5;;;;;;4-5;4-5;4-5;2-5;4-5;3-4;6-8;7-10;;;;;;2018
8;2018;1628968;Brian;Bowen;Brian Bowen;SG-SF;78,25;6' 6.25'';79,5;6' 7.5'';202;82,25;6' 10.25'';103,5;8' 7.5'';7,6;9,0;10,0;30,5;34,0;11,58;3,33;3,28;0.0;2-5;3-5;3-5;3-5;2-5;;;;;;3-5;3-5;2-5;2-5;2-5;3-4;3-4;1-4;;;;17-29;;2018
9;2018;1628970;Miles;Bridges;Miles Bridges;SF;77,25;6' 5.25'';78,75;6' 6.75'';220.4;81,5;6' 9.5'';103,5;8' 7.5'';5,9;9,0;9,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
10;2018;1628971;Bruce;Brown;Bruce Brown;SG-PG;75,5;6' 3.5'';77,0;6' 5'';194.6;81,0;6' 9'';98,5;8' 2.5'';3,75;8,5;8,5;32,5;38,0;11,11;3,44;3,2;17.0;;;;;;;;;;;;;;;;;;;;;;;;2018
11;2018;1628972;Troy;Brown;Troy Brown;SF;77,75;6' 5.75'';78,75;6' 6.75'';208;82,25;6' 10.25'';105,0;8' 9'';7,05;9,0;9,75;26,0;33,0;11,51;3,29;3,33;5.0;;;;;;;;;;;;;;;;;;;;;;;;2018
12;2018;1628973;Jalen;Brunson;Jalen Brunson;PG;73,0;6' 1'';74,25;6' 2.25'';198.4;76,0;6' 4'';96,0;8' 0'';6,7;8,25;9,25;29,0;37,0;10,59;3,11;3,15;7.0;;;;;;;;;;;;;;;;;;;;;;;;2018
13;2018;1628974;Tony;Carr;Tony Carr;PG;75,0;6' 3'';76,5;6' 4.5'';198.8;80,25;6' 8.25'';100,0;8' 4'';6,5;8,5;9,75;25,0;31,5;11,89;3,4;3,17;0.0;2-5;4-5;4-5;4-5;5-5;;;;;;5-5;4-5;4-5;3-5;4-5;2-4;1-4;3-4;;;;20-29;;2018
14;2018;1628975;Jevon;Carter;Jevon Carter;PG;72,25;6' 0.25'';73,5;6' 1.5'';196.2;76,25;6' 4.25'';95,0;7' 11'';4,15;9,25;8,5;29,0;36,5;11,04;3,05;3,18;14.0;3-5;4-5;3-5;4-5;3-5;;;;;;5-5;3-5;4-5;3-5;3-5;2-4;1-4;4-4;;;;22-31;;2018
15;2018;1628976;Wendell;Carter;Wendell Carter;C-PF;80,75;6' 8.75'';82,0;6' 10'';251.4;88,5;7' 4.5'';109,0;9' 1'';7,85;8,5;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
16;2018;1628978;Donte;DiVincenzo;Donte DiVincenzo;SG;75,5;6' 3.5'';76,5;6' 4.5'';200.6;78,0;6' 6'';97,5;8' 1.5'';5,0;8,25;9,0;34,5;42,0;10,72;3,12;3,11;12.0;5-5;5-5;4-5;4-5;5-5;;;;;;2-5;2-5;4-5;4-5;3-5;2-4;3-4;4-4;;;;14-29;;2018
17;2018;1628977;Hamidou;Diallo;Hamidou Diallo;SG;76,25;6' 4.25'';78,0;6' 6'';197;83,5;6' 11.5'';103,0;8' 7'';4,45;8,75;9,0;32,5;40,5;10,53;3,14;3,1;1.0;;;;;;;;;;;;;;;;;;;;;;;;2018
18;2018;1628979;Trevon;Duval;Trevon Duval;PG;73,5;6' 1.5'';74,5;6' 2.5'';191;80,25;6' 8.25'';97,5;8' 1.5'';5,2;8,75;10,0;34,0;41,5;10,93;3,09;3,18;6.0;;;;;;;;;;;;;;;;;;;;;;;;2018
19;2018;1629035;Carsen;Edwards;Carsen Edwards;PG;70,75;5' 10.75'';72,0;6' 0'';195.6;78,25;6' 6.25'';94,5;7' 10.5'';6,3;8,5;9,25;28,5;34,5;11,59;3,15;3,2;12.0;5-5;3-5;3-5;2-5;4-5;;;;;;2-5;5-5;3-5;4-5;3-5;3-4;3-4;1-4;;;;22-25;;2018
20;2018;1629037;Keenan;Evans;Keenan Evans;PG;73,5;6' 1.5'';75,0;6' 3'';183.2;77,25;6' 5.25'';98,0;8' 2'';6,5;8,5;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
21;2018;1628980;Jacob;Evans;Jacob Evans;SG-SF;76,25;6' 4.25'';77,5;6' 5.5'';199.6;81,25;6' 9.25'';102,5;8' 6.5'';6,5;9,0;9,25;28,0;35,5;11,11;3,14;3,2;8.0;;;;;;;;;;;;;;;;;;;;;;;;2018
22;2018;1628981;Bruno;Fernando;Bruno Fernando;C;80,75;6' 8.75'';81,75;6' 9.75'';233.2;88,25;7' 4.25'';109,0;9' 1'';5,25;9,5;10,0;29,0;35,0;12,19;3,03;3,23;11.0;;;;;;3-5;3-5;4-5;3-5;3-5;4-5;2-5;4-5;3-5;3-5;2-4;1-4;2-4;2-4;2-4;2-4;21-30;;2018
23;2018;1628982;Melvin;Frazier;Melvin Frazier;SF-SG;76,5;6' 4.5'';78,0;6' 6'';198.2;85,75;7' 1.75'';105,0;8' 9'';7,9;9,5;9,5;31,0;40,5;11,24;3,08;3,08;0.0;;;;;;;;;;;;;;;;;;;;;;;;2018
24;2018;1628983;Shai;Gilgeous-Alexander;Shai Gilgeous-Alexander;PG;76,5;6' 4.5'';78,0;6' 6'';180;83,5;6' 11.5'';104,0;8' 8'';3,0;9,0;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
25;2018;1628984;Devonte;Graham;Devonte Graham;PG;72,25;6' 0.25'';73,5;6' 1.5'';186.4;78,25;6' 6.25'';96,0;8' 0'';4,8;8,5;9,5;31,0;37,0;11,28;3,15;3,21;14.0;3-5;3-5;2-5;2-5;3-5;;;;;;3-5;3-5;3-5;4-5;2-5;2-4;1-4;3-4;;;;23-35;;2018
26;2018;1629036;Isaac;Haas;Isaac Haas;C;85,25;7' 1.25'';86,75;7' 2.75'';303;89,0;7' 5'';111,5;9' 3.5'';12,55;10,0;10,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
27;2018;1628985;Devon;Hall;Devon Hall;SG;76,25;6' 4.25'';78,0;6' 6'';206.4;79,75;6' 7.75'';102,0;8' 6'';8,45;8,5;10,0;25,0;31,0;10,95;3,16;3,27;6.0;3-5;5-5;3-5;5-5;3-5;;;;;;4-5;4-5;4-5;3-5;4-5;2-4;3-4;3-4;2-4;3-4;4-4;25-34;;2018
28;2018;1628986;Jaylen;Hands;Jaylen Hands;PG;73,5;6' 1.5'';74,75;6' 2.75'';179;77,5;6' 5.5'';98,0;8' 2'';5,0;8,0;8,0;31,5;39,5;12,11;3,16;3,13;6.0;3-5;5-5;3-5;5-5;3-5;;;;;;2-5;3-5;3-5;1-5;3-5;2-4;3-4;1-4;;;;22-34;;2018
29;2018;1628987;Kevin;Hervey;Kevin Hervey;PF;78,5;6' 6.5'';79,75;6' 7.75'';211.6;87,5;7' 3.5'';107,0;8' 11'';5,15;9,25;10,25;27,5;32,0;11,28;3,15;3,36;4.0;;;;;;3-5;3-5;3-5;4-5;3-5;3-5;3-5;3-5;3-5;3-5;2-4;1-4;2-4;2-4;3-4;2-4;28-36;;2018
30;2018;1628988;Aaron;Holiday;Aaron Holiday;PG;71,75;5' 11.75'';72,75;6' 0.75'';187;79,5;6' 7.5'';97,0;8' 1'';6,4;8,75;8,5;25,5;33,0;10,96;3,22;3,27;;5-5;3-5;4-5;3-5;5-5;;;;;;3-5;5-5;5-5;3-5;3-5;0-4;3-4;3-4;;;;;18-28;2018
31;2018;1628989;Kevin;Huerter;Kevin Huerter;SG;78,25;6' 6.25'';79,25;6' 7.25'';194;79,5;6' 7.5'';101,5;8' 5.5'';8,6;8,25;8,5;31,0;38,0;10,89;2,97;3,09;9.0;;;;;;3-5;3-5;2-5;3-5;5-5;3-5;4-5;3-5;5-5;5-5;1-4;2-4;1-4;1-4;3-4;3-4;27-31;;2018
32;2018;1628991;Jaren;Jackson;Jaren Jackson;PF-C;81,75;6' 9.75'';83,25;6' 11.25'';236;89,25;7' 5.25'';110,0;9' 2'';7,2;10,0;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
33;2018;1628992;Justin;Jackson;Justin Jackson;PF;78,0;6' 6'';78,75;6' 6.75'';229.4;87,0;7' 3'';105,0;8' 9'';8,9;9,0;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
34;2018;1628993;Alize;Johnson;Alize Johnson;PF;79,25;6' 7.25'';80,0;6' 8'';216.6;80,75;6' 8.75'';103,0;8' 7'';8,1;8,5;9,75;25,0;31,0;11,83;3,28;3,38;8.0;1-5;3-5;5-5;1-5;2-5;;;;;;2-5;2-5;2-5;3-5;2-5;2-4;3-4;1-4;;;;15-30;;2018
35;2018;1628994;George;King;George King;SF-SG;76,75;6' 4.75'';78,0;6' 6'';218.6;83,5;6' 11.5'';101,5;8' 5.5'';7,25;9,0;10,25;31,0;39,0;10,75;3,08;3,29;15.0;4-5;3-5;4-5;4-5;3-5;;;;;;3-5;1-5;4-5;2-5;2-5;2-4;3-4;3-4;2-4;3-4;2-4;19-28;;2018
36;2018;1628995;Kevin;Knox;Kevin Knox;SF;79,75;6' 7.75'';81,0;6' 9'';212.6;83,75;6' 11.75'';108,0;9' 0'';4,95;8,75;9,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
37;2018;1628996;Sagaba;Konate;Sagaba Konate;C;78,5;6' 6.5'';79,5;6' 7.5'';246;84,0;7' 0'';106,5;8' 10.5'';7,35;9,25;10,0;31,5;35,0;12,28;3,36;3,28;12.0;3-5;4-5;3-5;3-5;3-5;;;;;;3-5;2-5;3-5;0-5;3-5;3-4;2-4;4-4;;;;19-31;;2018
38;2018;1628997;Caleb;Martin;Caleb Martin;SF-SG;76,75;6' 4.75'';78,0;6' 6'';195.8;82,0;6' 10'';101,5;8' 5.5'';7,0;8,5;8,75;29,0;36,5;10,43;2,75;3,26;6.0;4-5;5-5;4-5;3-5;2-5;;;;;;1-5;3-5;3-5;3-5;3-5;2-4;1-4;2-4;2-4;2-4;3-4;20-29;;2018
39;2018;1628998;Cody;Martin;Cody Martin;SG-SF;76,75;6' 4.75'';78,0;6' 6'';188.6;82,25;6' 10.25'';102,5;8' 6.5'';5,45;8,5;9,0;29,0;36,5;10,64;3,05;3,09;4.0;1-5;3-5;3-5;3-5;2-5;;;;;;5-5;3-5;1-5;4-5;3-5;2-4;3-4;3-4;3-4;4-4;2-4;19-23;;2018
40;2018;1628999;Yante;Maten;Yante Maten;PF-C;79,25;6' 7.25'';80,5;6' 8.5'';246.2;84,5;7' 0.5'';107,5;8' 11.5'';8,1;9,25;10,0;27,0;31,5;11,35;3,13;3,17;18.0;3-5;3-5;2-5;4-5;2-5;;;;;;4-5;3-5;1-5;3-5;3-5;4-8;3-8;5-8;;;;16-27;;2018
41;2018;1629000;Brandon;McCoy;Brandon McCoy;C;83,5;6' 11.5'';84,5;7' 0.5'';250.4;86,0;7' 2'';110,5;9' 2.5'';8,7;9,75;9,5;27,5;32,0;11,77;3,31;3,23;9.0;3-4;3-5;2-5;3-5;4-5;;;;;;4-5;4-5;1-5;4-5;1-5;1-4;3-4;2-4;;;;19-28;;2018
42;2018;1629001;DeAnthony;Melton;DeAnthony Melton;SG-PG;74,25;6' 2.25'';75,25;6' 3.25'';193.2;80,5;6' 8.5'';99,5;8' 3.5'';5,2;8,5;9,5;31,0;36,5;11,48;3,33;3,23;1.0;4-5;3-5;5-5;1-5;1-5;;;;;;4-5;3-5;2-5;2-5;3-5;2-4;4-4;3-4;;;;18-29;;2018
43;2018;1629002;Chimezie;Metu;Chimezie Metu;PF-C;80,5;6' 8.5'';81,5;6' 9.5'';219.6;84,5;7' 0.5'';108,0;9' 0'';5,05;9,0;9,25;29,5;36,0;11,89;3,25;3,33;5.0;;;;;;3-5;2-5;3-5;2-5;3-5;2-5;3-5;5-5;3-5;3-5;4-4;1-4;1-4;;;;;22-31;2018
44;2018;1629003;Shake;Milton;Shake Milton;SG-PG;76,5;6' 4.5'';77,5;6' 5.5'';207.2;84,75;7' 0.75'';99,5;8' 3.5'';6,8;8,75;9,5;30,0;33,0;11,07;3,19;3,25;2.0;;;;;;4-5;2-5;3-5;4-5;2-5;2-5;3-5;3-5;4-5;5-5;3-4;2-4;2-4;1-4;2-4;2-4;20-28;;2018
45;2018;1629004;Sviatoslav;Mykhailiuk;Sviatoslav Mykhailiuk;SG-SF;78,5;6' 6.5'';79,75;6' 7.75'';211.6;76,75;6' 4.75'';100,0;8' 4'';8,45;8,25;9,5;30,5;37,0;11,25;3,18;3,15;4.0;2-5;4-5;2-5;3-5;5-5;;;;;;3-5;4-5;4-5;3-5;4-5;7-8;6-8;5-8;;;;;;2018
46;2018;1629005;Malik;Newman;Malik Newman;SG;74,5;6' 2.5'';75,25;6' 3.25'';189.2;77,5;6' 5.5'';98,5;8' 2.5'';6,25;8,5;9,5;27,5;33,5;10,9;3,18;3,13;;;;;;;;;;;;;;;;;;;;;;;;;2018
47;2018;1629006;Josh;Okogie;Josh Okogie;SG;75,0;6' 3'';76,5;6' 4.5'';210.8;84,0;7' 0'';102,0;8' 6'';5,2;9,0;9,75;33,0;42,0;11,08;3,03;3,04;12.0;4-5;5-5;5-5;5-5;4-5;;;;;;3-5;2-5;4-5;4-5;3-5;2-4;4-4;4-4;;;;16-31;;2018
48;2018;1629033;Theo;Pinson;Theo Pinson;SG-SF;77,0;6' 5'';78,75;6' 6.75'';211.2;82,75;6' 10.75'';103,5;8' 7.5'';7,35;9,0;9,0;27,0;34,0;11,53;3,11;3,22;7.0;3-5;4-5;5-5;2-5;5-5;;;;;;2-5;3-5;2-5;3-5;4-5;1-4;1-4;1-4;;;;17-35;;2018
49;2018;1629007;Jontay;Porter;Jontay Porter;C-PF;82,0;6' 10'';83,5;6' 11.5'';236;84,25;7' 0.25'';109,0;9' 1'';13,85;8,75;9,5;25,5;31,0;11,9;3,07;3,4;9.0;4-5;3-5;4-5;4-5;3-5;;;;;;2-5;5-5;3-5;2-5;4-5;1-4;3-4;3-4;;;;5-10;11-19;2018
50;2018;1629008;Michael;Porter;Michael Porter;SF-PF;81,5;6' 9.5'';82,75;6' 10.75'';211;84,25;7' 0.25'';108,5;9' 0.5'';6,4;8,75;9,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
51;2018;1629009;Billy;Preston;Billy Preston;PF;80,75;6' 8.75'';82,5;6' 10.5'';222.4;86,0;7' 2'';108,0;9' 0'';5,45;9,25;9,5;25,0;33,0;11,26;3,35;3,2;0.0;;;;;;;;;;;;;;;;;;;;;;;;2018
52;2018;1629010;Jerome;Robinson;Jerome Robinson;SG;76,0;6' 4'';77,0;6' 5'';188.4;79,25;6' 7.25'';98,0;8' 2'';6,05;9,0;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
53;2018;1629012;Collin;Sexton;Collin Sexton;PG;72,5;6' 0.5'';73,5;6' 1.5'';183;79,25;6' 7.25'';98,5;8' 2.5'';5,6;8,25;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
54;2018;1629013;Landry;Shamet;Landry Shamet;PG;76,0;6' 4'';77,25;6' 5.25'';188.6;78,75;6' 6.75'';100,0;8' 4'';4,85;8,0;9,0;31,0;39,5;11,26;3,21;3,11;8.0;4-5;4-5;5-5;4-5;4-5;;;;;;4-5;5-5;3-5;3-5;3-5;3-4;3-4;3-4;;;;26-35;;2018
55;2018;1629014;Anfernee;Simons;Anfernee Simons;SG-PG;74,25;6' 2.25'';75,25;6' 3.25'';183.2;81,25;6' 9.25'';99,5;8' 3.5'';7,7;8,75;9,0;32,0;41,5;11,27;3,16;3,1;1.0;;;;;;;;;;;;;;;;;;;;;;;;2018
56;2018;1629015;Zhaire;Smith;Zhaire Smith;SF-SG;74,75;6' 2.75'';76,0;6' 4'';198.6;81,75;6' 9.75'';100,0;8' 4'';6,05;8,75;8,25;33,0;41,5;11,02;3,15;3,05;10.0;;;;;;;;;;;;;;;;;;;;;;;;2018
57;2018;1629034;Ray;Spalding;Ray Spalding;PF;81,0;6' 9'';82,25;6' 10.25'';215.4;88,75;7' 4.75'';109,0;9' 1'';5,55;9,25;9,0;26,0;32,0;11,48;3,2;3,34;12.0;;;;;;3-5;3-5;4-5;3-5;4-5;4-5;2-5;4-5;3-5;3-5;1-4;1-4;3-4;1-4;3-4;2-4;15-30;;2018
58;2018;1629016;Omari;Spellman;Omari Spellman;PF-C;80,0;6' 8'';81,25;6' 9.25'';253.8;86,0;7' 2'';107,5;8' 11.5'';13,75;9,0;9,0;28,5;35,5;12,28;3,35;3,38;8.0;4-5;2-5;4-5;3-5;4-5;;;;;;2-5;4-5;3-5;2-5;2-5;3-4;2-4;1-4;;;;18-30;;2018
59;2018;1629017;Khyri;Thomas;Khyri Thomas;SG;74,5;6' 2.5'';75,75;6' 3.75'';198.8;82,5;6' 10.5'';101,0;8' 5'';6,4;8,75;9,25;30,0;35,0;10,96;3,18;3,18;14.0;;;;;;;;;;;;;;;;;;;;;;;;2018
60;2018;1629018;Gary;Trent;Gary Trent;SG;76,25;6' 4.25'';77,75;6' 5.75'';204.2;80,75;6' 8.75'';98,0;8' 2'';7,0;8,5;9,5;33,5;39,5;11,37;2,99;3,12;12.0;1-5;4-5;4-5;3-5;4-5;;;;;;3-5;3-5;5-5;3-5;2-5;4-4;3-4;4-4;;;;18-25;;2018
61;2018;1629019;Allonzo;Trier;Allonzo Trier;SG;75,75;6' 3.75'';77,25;6' 5.25'';198;78,75;6' 6.75'';98,0;8' 2'';4,95;8,25;10,5;32,0;40,0;11,02;2,97;3,14;11.0;;;;;;5-5;4-5;4-5;5-5;5-5;4-5;2-5;4-5;4-5;3-5;4-4;1-4;1-4;2-4;4-4;4-4;20-28;;2018
62;2018;1629021;Moritz;Wagner;Moritz Wagner;C-PF;82,5;6' 10.5'';83,5;6' 11.5'';241.4;84,0;7' 0'';108,0;9' 0'';6,75;9,0;10,75;27,0;34,0;11,48;3,07;3,18;8.0;;;;;;;;;;;;;;;;;;;;;;;;2018
63;2018;1629022;Lonnie;Walker;Lonnie Walker;SG;75,75;6' 3.75'';76,5;6' 4.5'';196.2;82,25;6' 10.25'';99,5;8' 3.5'';5,65;9,0;9,5;31,5;40,0;10,87;2,91;3,06;12.0;;;;;;;;;;;;;;;;;;;;;;;;2018
64;2018;1629023;PJ;Washington;PJ Washington;PF;78,5;6' 6.5'';80,0;6' 8'';223;86,5;7' 2.5'';107,0;8' 11'';6,85;9,0;10,25;27,0;34,0;11,39;3,43;3,2;3.0;3-5;3-5;1-5;1-5;4-5;;;;;;0-5;2-5;4-5;2-5;1-5;1-4;2-4;0-4;;;;20-32;;2018
65;2018;1629024;Austin;Wiley;Austin Wiley;C;80,25;6' 8.25'';82,0;6' 10'';249.4;89,0;7' 5'';111,0;9' 3'';5,0;9,75;10,25;28,0;33,5;12,79;3,27;3,3;14.0;2-5;3-5;3-5;1-5;2-5;;;;;;0-5;2-5;4-5;3-5;1-5;1-4;0-4;1-4;2-4;3-4;3-4;18-29;;2018
66;2018;1629025;Kris;Wilkes;Kris Wilkes;SF;78,5;6' 6.5'';79,5;6' 7.5'';205;82,25;6' 10.25'';103,5;8' 7.5'';5,15;8,75;9,25;28,0;35,5;11,29;3,16;3,24;1.0;3-5;4-5;2-5;2-5;3-5;;;;;;4-5;2-5;4-5;1-5;2-5;2-4;1-4;1-4;;;;16-32;;2018
67;2018;1629026;Kenrich;Williams;Kenrich Williams;SF;78,0;6' 6'';79,5;6' 7.5'';200.4;79,25;6' 7.25'';103,5;8' 7.5'';5,95;8,5;9,75;28,0;33,0;10,86;3,28;3,19;14.0;4-5;2-5;3-5;4-5;3-5;;;;;;4-5;1-5;4-5;4-5;1-5;3-8;2-8;2-8;;;;19-29;;2018
68;2018;1629027;Trae;Young;Trae Young;PG;72,5;6' 0.5'';73,75;6' 1.75'';177.8;75,0;6' 3'';95,5;7' 11.5'';5,35;8,0;9,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2018
69;2019;1629638;Nickeil;Alexander-Walker;Nickeil Alexander-Walker;SG;76,25;6' 4.25'';77,5;6' 5.5'';203.8;81,5;6' 9.5'';102,0;8' 6'';5,9;8,5;8,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
70;2019;1629628;RJ;Barrett;RJ Barrett;SF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
71;2019;1629646;Charles;Bassey;Charles Bassey;C;80,75;6' 8.75'';82,0;6' 10'';239;87,5;7' 3.5'';109,5;9' 1.5'';8,5;9,25;9,5;29,0;33,0;12,65;3,27;3,53;7.0;4-5;4-5;3-5;4-5;3-5;;;;;;2-5;2-5;3-5;2-5;3-5;1-4;1-4;3-4;;;;23-34;;2019
72;2019;1629647;Darius;Bazley;Darius Bazley;PF;79,75;6' 7.75'';81,0;6' 9'';208.4;84,0;7' 0'';107,0;8' 11'';3,6;9,0;9,75;30,5;37,0;11,09;2,95;3,27;4.0;;;;;;4-5;2-5;3-5;1-5;1-5;3-5;2-5;4-5;3-5;4-5;2-4;0-4;2-4;;;;19-31;;2019
73;2019;1629626;Bol;Bol;Bol Bol;C;84,75;7' 0.75'';86,5;7' 2.5'';208;91,0;7' 7'';115,5;9' 7.5'';7,1;9,25;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019
74;2019;1629648;Jordan;Bone;Jordan Bone;SG;73,5;6' 1.5'';74,75;6' 2.75'';179;75,25;6' 3.25'';95,0;7' 11'';5,0;7,5;9,25;36,0;42,5;9,97;2,78;3,08;7.0;;;;;;3-5;4-5;4-5;4-5;5-5;3-5;5-5;5-5;2-5;2-5;3-4;2-4;2-4;;;;21-34;;2019
75;2019;1628968;Brian;Bowen II;Brian Bowen II;SF;78,25;6' 6.25'';79,5;6' 7.5'';200;82,0;6' 10'';103,0;8' 7'';6,5;8,5;9,75;32,0;35,5;10,98;3,21;3,26;1.0;;;;;;;;;;;;;;;;;;;;;;6-11;;2019
76;2019;1629065;Ky;Bowman;Ky Bowman;PG;73,0;6' 1'';74,25;6' 2.25'';181.2;79,0;6' 7'';98,0;8' 2'';4,9;8,25;9,0;27,5;33,0;11,11;3,11;3,26;4.0;;;;;;3-5;4-5;4-5;5-5;2-5;4-5;2-5;3-5;2-5;3-5;3-4;3-4;1-4;;;;23-36;;2019
77;2019;1629649;Ignas;Brazdeikis;Ignas Brazdeikis;SF;77,75;6' 5.75'';79,25;6' 7.25'';220.8;81,25;6' 9.25'';102,0;8' 6'';6,0;8,75;9,5;31,0;36,5;11,06;3,17;3,36;13.0;;;;;;5-5;4-5;4-5;1-5;3-5;4-5;4-5;2-5;4-5;4-5;1-4;2-4;3-4;;;;27-32;;2019
78;2019;1629052;O'Shae;Brissett;O'Shae Brissett;SF-PF;79,0;6' 7'';80,0;6' 8'';203.2;84,0;7' 0'';104,0;8' 8'';2,9;9,0;9,5;34,0;37,5;11,3;3,18;3,48;11.0;;;;;;4-5;5-5;3-5;5-5;1-5;0-5;4-5;4-5;4-5;2-5;2-4;3-4;3-4;4-4;3-4;3-4;8-10;8-10;2019
79;2019;1629650;Moses;Brown;Moses Brown;C;85,25;7' 1.25'';86,5;7' 2.5'';237.2;88,75;7' 4.75'';113,0;9' 5'';7,8;9,5;10,25;27,0;31,0;11,95;3,3;3,51;;;;;;;;;;;;;;;;;;;;;;;;;2019
